χₐₗₗ,χ⁻,χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(incl Li⁺) / r⁻,ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₒₛₜ cₐₜᵢₒₙ,n_Li,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
2.6529018789144048,3.44,1.373291925465839,-2.1062569832402236,-2.0667080745341613,2.46,116.87258176757132,138.2,81.12830540037244,82.651966873706,-55.54803312629399,-57.07169459962755,0.587035494937572,28978758058.690765,421662272621.6047,454901616407.51166,14.55073650042596,0.047019457664164835,0.05061997674048969,0.33611691022964507,0.037578288100208766,18.0,-1.236447610622142,1.1628849761381326,5.193319415448851,287.5065511482254,-2.6834801280493323,14699.679821387148,8.273743016759775,91.99349240780913,85.73184357541899,0.6635141518578722,22769542453817.184,131668.31526561477,25.666448349309885
2.864285714285714,3.44,1.9348,-1.6900000000000002,-1.5051999999999999,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.75999999999999,-97.36129032258063,0.2955044115587508,28978758058.690765,19073854322974.16,23621734206385.855,658.2012343090696,0.16595081951258608,0.2022234606400512,0.2747252747252747,0.06593406593406594,15.0,-0.49940245553428886,2.8183586923811976,9.112087912087912,258.3810989010989,-16.157185917835072,13344.520879120877,0.7419354838709677,79.43529411764706,39.322580645161295,0.8030448563658357,53427160090789.266,653556.9384000001,19.062303734569632
2.2848936170212766,3.44,1.209,-2.3604347826086958,-2.231,2.46,110.87446808510637,138.2,82.36086956521739,101.67999999999999,-36.519999999999996,-55.839130434782604,0.5959541936701692,28978758058.690765,155420316036.23718,195805475496.9441,5.363249719724495,0.02479153915291926,0.03776128079245503,0.2127659574468085,0.2765957446808511,0.0,-1.4067110075805864,0.7294280187369824,38.225531914893615,272.75119148936164,-1.3843379884388782,13309.455673758863,8.043478260869566,91.02941176470588,61.95652173913044,0.8979457248567797,323201429960.7137,461712.36000000004,19.691566200277112
2.7620555555555555,3.44,1.4163481228668946,-2.033833333333333,-2.0236518771331053,2.51,118.85362433862434,138.2,80.16087301587301,80.46335121079149,-57.7366487892085,-58.03912698412698,0.5800352606068959,28978758058.690765,510068193138.59503,519283188669.8537,17.60145110793059,0.058099762651735075,0.05913387403350451,0.32555555555555554,0.007777777777777778,18.0,-1.1796950475309915,1.2455484736202984,1.0748888888888888,298.32259708994707,-3.37205950229169,15072.381548878808,12.833333333333332,89.36282194848825,81.79333333333334,0.8440080064374161,26740469232881.062,866333.9389355148,26.95967833591151
1.872142857142857,2.58,2.074,-1.3513636363636365,-0.5060000000000002,1.6,117.72619047619047,184.0,57.477272727272734,23.400000000000002,-160.6,-126.52272727272727,0.3123764822134388,12278644599.949677,5790651864444.596,25056061853776.402,471.60350780641767,0.06257404706602568,0.2249554367201426,0.11904761904761905,0.40476190476190477,13.0,-0.42213421891843345,2.6735770267354035,74.47619047619048,188.36190476190475,-7.917039091285567,18038.60119047619,0.0,105.0,15.136363636363637,0.6730116670092565,234820391416.1032,450258.74159999995,17.108354240948575
2.112,3.2,1.9137999999999997,-2.22,-1.5165,2.46,93.84,167.1,67.5,39.480000000000004,-102.20999999999998,-99.6,0.40394973070017953,17029039695.353384,124354808758.77036,21569626083373.28,7.302514468429029,0.014814814814814815,0.19369623478000114,0.0,0.4,1.0,-0.8967684021543987,0.8634724261115462,66.84,230.84640000000002,-1.4755555555555555,13325.548,0.0,69.66666666666666,9.0,0.0,0.0,0.0,9.090550782458326
2.853825136612022,3.44,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.551587301587304,33.544999999999995,-104.655,-97.64841269841268,0.2934268256265362,28978758058.690765,18801669945570.926,23657771881142.082,648.8086862622562,0.16404259589048656,0.2028418189701612,0.273224043715847,0.07103825136612021,15.0,-0.49961739023743706,2.812116655584286,9.817486338797814,257.27500000000003,-16.018499103633168,13270.226707650274,0.5396825396825397,79.46470588235294,37.98412698412699,0.8420953021316528,50315704950021.03,572202.28233876,18.763058445135815
1.2825,2.19,1.9137999999999997,-1.21,-1.5165,1.21,103.625,212.0,67.5,39.480000000000004,-102.20999999999998,-144.5,0.31839622641509435,12041693654.298868,124354808758.77034,21569626083373.28,10.327019797117647,0.014814814814814815,0.19369623478000114,0.0,0.75,19.0,-0.38525943396226414,1.013975009573517,159.0,125.38624999999999,-2.140740740740741,14653.1875,0.0,111.00000000000001,9.0,0.0,0.0,0.0,10.088231102138472
2.2843829787234045,3.44,1.2066000000000001,-2.361478260869565,-2.2333999999999996,2.55,111.12291793313071,138.2,82.86857142857143,102.84771428571428,-35.35228571428571,-55.33142857142856,0.5996278685135416,28978758058.690765,161041004884.81683,208733059848.67725,5.5572086477501905,0.025040159865432735,0.03833310843123603,0.2127659574468085,0.2765957446808511,7.0,-1.4160081761062824,0.7448567028615833,38.225531914893615,283.3634407294833,-1.3855078170113435,13389.359280937904,8.304347826086959,91.34705882352941,63.10434782608697,1.137266117847828,31094158694758.0,614957.6244,19.861592144835427
1.9545000000000001,2.3266666666666667,2.09,-0.9304166666666667,-0.2366666666666668,1.6,111.125,154.66666666666666,45.8125,9.666666666666666,-145.0,-108.85416666666666,0.29620150862068967,13384653356.6845,137737899739645.75,367093807957790.75,10290.733429480812,0.1710239651416122,0.43137254901960786,0.15,0.25,2.0,-0.27559082031250004,4.0124463284092124,38.666666666666664,177.8,-18.616671205519243,15768.3125,0.0,63.266666666666666,14.125,0.6365141682948128,4819300881.795722,917289.9755555555,4.907631176525847
