χₐₗₗ,χ⁻,χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(incl Li⁺) / r⁻,ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₒₛₜ cₐₜᵢₒₙ,n_Li,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
2.6529018789144048,3.44,1.373291925465839,-2.106256983240224,-2.0667080745341613,2.46,116.87258176757132,138.2,81.12830540037244,82.651966873706,-55.54803312629399,-57.07169459962755,0.587035494937572,28978758058.690765,421662272621.6047,454901616407.51166,14.55073650042596,0.0470194576641648,0.0506199767404896,0.336116910229645,0.0375782881002087,-1.236447610622142,1.1628849761381326,5.193319415448851,287.5065511482254,-2.6834801280493323
2.864285714285714,3.44,1.9348,-1.6900000000000002,-1.5052,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.76,-97.36129032258064,0.2955044115587508,28978758058.690765,19073854322974.16,23621734206385.85,658.2012343090696,0.165950819512586,0.2022234606400512,0.2747252747252747,0.0659340659340659,-0.4994024555342888,2.8183586923811976,9.112087912087912,258.3810989010989,-16.157185917835072
2.2848936170212766,3.44,1.209,-2.360434782608696,-2.231,2.46,110.87446808510636,138.2,82.36086956521739,101.68,-36.52,-55.83913043478261,0.5959541936701692,28978758058.690765,155420316036.23718,195805475496.9441,5.363249719724495,0.0247915391529192,0.037761280792455,0.2127659574468085,0.2765957446808511,-1.4067110075805864,0.7294280187369824,38.225531914893615,272.75119148936164,-1.3843379884388782
2.7620555555555555,3.44,1.4163481228668946,-2.033833333333333,-2.0236518771331053,2.51,118.85362433862434,138.2,80.16087301587301,80.46335121079149,-57.7366487892085,-58.03912698412698,0.5800352606068959,28978758058.690765,510068193138.59503,519283188669.8537,17.60145110793059,0.058099762651735,0.0591338740335045,0.3255555555555555,0.0077777777777777,-1.1796950475309915,1.2455484736202984,1.0748888888888888,298.32259708994707,-3.37205950229169
1.872142857142857,2.58,2.074,-1.3513636363636363,-0.5060000000000002,1.6,117.72619047619048,184.0,57.477272727272734,23.4,-160.6,-126.52272727272728,0.3123764822134388,12278644599.949677,5790651864444.596,25056061853776.4,471.60350780641767,0.0625740470660256,0.2249554367201426,0.119047619047619,0.4047619047619047,-0.4221342189184334,2.6735770267354035,74.47619047619048,188.36190476190475,-7.917039091285567
2.112,3.2,1.9138000000000002,-2.22,-1.5165000000000002,2.46,93.84,167.1,67.5,39.48,-102.21,-99.6,0.4039497307001795,17029039695.353384,124354808758.77036,21569626083373.28,7.302514468429029,0.0148148148148148,0.1936962347800011,0.0,0.4,-0.8967684021543987,0.8634724261115462,66.84,230.8464,-1.4755555555555555
2.853825136612022,3.44,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2934268256265362,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,0.1640425958904865,0.2028418189701612,0.273224043715847,0.0710382513661202,-0.499617390237437,2.812116655584286,9.817486338797814,257.27500000000003,-16.018499103633168
1.2825,2.19,1.9138000000000002,-1.21,-1.5165000000000002,1.21,103.625,212.0,67.5,39.48,-102.21,-144.5,0.3183962264150943,12041693654.298868,124354808758.77034,21569626083373.28,10.327019797117648,0.0148148148148148,0.1936962347800011,0.0,0.75,-0.3852594339622641,1.013975009573517,159.0,125.38625,-2.140740740740741
2.2843829787234045,3.44,1.2066,-2.361478260869565,-2.2334,2.55,111.12291793313072,138.2,82.86857142857143,102.84771428571428,-35.35228571428571,-55.33142857142856,0.5996278685135416,28978758058.690765,161041004884.81683,208733059848.67725,5.557208647750191,0.0250401598654327,0.038333108431236,0.2127659574468085,0.2765957446808511,-1.4160081761062824,0.7448567028615833,38.225531914893615,283.3634407294833,-1.3855078170113435
1.9545,2.3266666666666667,2.09,-0.9304166666666668,-0.2366666666666668,1.6,111.125,154.66666666666666,45.8125,9.666666666666666,-145.0,-108.85416666666666,0.2962015086206896,13384653356.6845,137737899739645.77,367093807957790.8,10290.733429480812,0.1710239651416122,0.4313725490196078,0.15,0.25,-0.2755908203125,4.0124463284092124,38.66666666666666,177.8,-18.616671205519243
