group_id,pair_id,化学式_a,化学式_b,family,source_row_a,source_row_b,电导率_a_S_cm-1,电导率_b_S_cm-1,真实电导率变化值_S_cm-1,真实趋势标签,预测趋势标签,预测正确,probability_decrease,probability_unchanged,probability_increase
group1,exp_pair_0001,Li5.7PS4.7Cl1.3,Li5.5PS4.5Cl1.5,argyrodites,1,2,0.0081,0.010116,0.0020160000000000004,increase,decrease,False,0.924894340190996,0.027571928389525886,0.04753373141947797
group1,exp_pair_0002,Li5.5PS4.5Cl1.5,Li5.4PS4.4Cl1.6,argyrodites,2,3,0.010116,0.007137,-0.002979,decrease,decrease,True,0.7551772430910992,0.0977755195967853,0.14704723731211528
group1,exp_pair_0003,Li5.4PS4.4Cl1.6,Li5.3PS4.3Cl1.7,argyrodites,3,4,0.007137,0.007295,0.00015800000000000015,increase,decrease,False,0.7565318450071729,0.09390671998055972,0.14956143501226735
group1,exp_pair_0004,Li5.3PS4.3Cl1.7,Li5.5PS4.5Cl1.45I0.05,argyrodites,4,5,0.007295,0.013723,0.0064280000000000006,increase,decrease,False,0.6298198415150554,0.08896603121739273,0.28121412726755196
group1,exp_pair_0005,Li5.5PS4.5Cl1.45I0.05,Li5.5PS4.5Cl1.4I0.1,argyrodites,5,6,0.013723,0.010312,-0.003411000000000001,decrease,decrease,True,0.7659138884176687,0.1724243922673248,0.06166171931500643
group1,exp_pair_0006,Li5.5PS4.5Cl1.4I0.1,Li5.5PS4.5Cl1.35I0.15,argyrodites,6,7,0.010312,0.010565,0.00025299999999999975,increase,decrease,False,0.7920073612593486,0.1457410429664522,0.0622515957741991
group1,exp_pair_0007,Li5.5PS4.5Cl1.35I0.15,Li5.5PS4.5Cl1.3I0.2,argyrodites,7,8,0.010565,0.008230000000000001,-0.0023349999999999985,decrease,decrease,True,0.7773687590106619,0.16526718598878998,0.05736405500054805
group1,exp_pair_0008,Li5.5PS4.5Cl1.3I0.2,Li5.5PS4.5Cl1.25I0.25,argyrodites,8,9,0.008230000000000001,0.0016040000000000002,-0.006626000000000001,decrease,decrease,True,0.7762866634625244,0.16642706928075157,0.057286267256724026
group1,exp_pair_0009,Li5.5PS4.5Cl1.25I0.25,Li5.4PS4.4ClBr0.6,argyrodites,9,10,0.0016040000000000002,0.01348,0.011876000000000001,increase,decrease,False,0.9305604375045551,0.02462703623998851,0.04481252625545642
group1,exp_pair_0010,Li5.4PS4.4ClBr0.6,Li5.4PS4.4ClBr0.6,argyrodites,10,11,0.01348,0.01348,0.0,unchanged,decrease,False,0.6865530379300127,0.21025587837273435,0.10319108369725287
group2,exp_pair_0011,Li3AsS4,Li5.5AsS4.5Br1.5,argyrodites,12,13,9.1e-05,0.01753,0.017439,increase,unchanged,False,0.21597255290183828,0.7235337923943298,0.06049365470383203
group2,exp_pair_0012,Li5.5AsS4.5Br1.5,Li5.5AsS4.3O0.2Br1.5,argyrodites,13,14,0.01753,0.013090000000000001,-0.0044399999999999995,decrease,increase,False,0.39074138066955383,0.1405105736647732,0.46874804566567296
